2804,39547,181328,270698,229370,251647,362820,239586,3812,88872,235341,276270,215246,273330,288852,196077,47013,180523,311581,272123,225973,133537,163134,243916,atrium_public
14413,30959,30176,55452,120884,142164,317304,75080,14168,34278,52504,68572,104779,135784,258017,118330,19751,52549,61493,63707,101798,133485,177541,176108,atrium_public
399857,461829,339565,545114,404011,317501,512713,165138,302701,498496,363593,558713,393780,295337,544091,189017,450053,495861,400718,550906,284069,311496,468737,183888,atrium_public
331765,988685,1143878,984859,1047870,909072,425634,184237,345887,1046664,1144948,988141,974211,585137,649112,281900,432945,1283199,1075315,797533,879777,431771,341584,773876,atrium_public
1680699,818920,807404,784391,1078457,528448,605460,565597,1741179,948948,1044283,1039286,441469,439981,545426,668804,2175412,1219558,846994,556437,428844,517427,405549,719155,atrium_public
248071,304517,187607,150345,157998,219880,289552,497710,312584,237256,194043,134880,135425,222770,301619,517103,337679,250083,166954,125913,127846,253668,290934,502603,general_store_outdoor
173331,602972,659604,896736,1391822,471368,335436,507579,258624,884108,727157,637026,1378193,202080,199591,752069,517276,586050,843137,1636760,449191,62269,171595,772570,general_store_outdoor
482919,865504,494887,429908,198343,158490,167651,348026,426773,911790,540662,349925,296125,162545,153769,304139,678727,988029,525986,236880,169369,135715,129365,281657,general_store_outdoor
213265,217098,193018,117538,135906,209734,383456,235585,223302,223736,279138,209481,148981,153361,295908,171693,260959,221640,301650,217301,114947,205001,230407,153695,general_store_outdoor
41319,209178,356868,174661,202482,326261,169440,72751,30792,151622,264309,265118,190297,339825,233666,77331,38921,209316,237100,89085,137126,352351,416792,72269,general_store_outdoor
9776,12330,10258,13885,19515,9590,9838,4808,8662,8682,4737,14173,20952,18393,9879,4522,7298,9847,5340,7471,11162,10430,31290,7162,general_store_outdoor
397696,191883,71946,40165,16161,24590,35399,8592,424704,190204,59201,27419,15933,24728,35641,8602,464928,168803,47155,21097,14728,24633,36418,8670,general_store_outdoor
173125,555253,490345,567319,586988,131364,353035,414851,237670,534138,480298,519272,597364,143127,363925,396486,239739,525772,503279,504492,578054,170341,335062,415541,general_store_outdoor
2732,24447,17732,10641,3653,1300,3255,6465,3101,6605,15376,26842,7744,5654,2071,2832,7363,15064,12976,4102,2739,18799,6702,2480,general_store_outdoor
322644,331095,314028,225529,173672,153108,125375,60149,389246,300560,269570,240205,144108,127253,107339,127319,445181,326036,286373,209097,124748,105259,118129,90777,general_store_outdoor
359103,760233,626433,541303,537601,506010,562514,426803,542580,804637,614818,697619,472725,567384,277046,343191,1242154,841098,569820,452055,478694,298715,181172,256292,general_store_outdoor
410965,873655,553961,300447,366828,230902,66040,1114258,421455,799064,704323,303967,338067,191799,37735,1120646,611805,902333,528782,278843,314381,118762,40772,1121378,general_store_outdoor
64564,263518,210648,510796,170921,115787,93012,232802,27951,196054,201222,214489,479219,199310,94167,249636,74450,202955,215693,202621,136402,216867,444159,168901,general_store_outdoor
237,171906,710607,798707,747607,549927,432290,810427,1,153410,738409,638017,703365,635857,517404,835245,186,218918,672378,575969,681247,772018,494675,806317,general_store_outdoor
728603,393461,635339,892467,992270,268322,213631,195907,1263839,497105,287986,268389,226420,249857,113761,1412643,1220955,598665,240109,234424,171451,252574,146272,1455550,general_store_outdoor
134273,369682,628161,1383504,1405838,1024247,667086,403209,316464,723966,555388,570415,907157,2021283,877180,44147,457787,720566,550871,667295,720886,603126,2018686,276783,general_store_outdoor
112983,189598,265318,609752,457274,131617,163595,125543,129950,294168,327310,531025,401084,60019,58651,253473,158544,389624,274580,673603,223929,21349,8128,305923,general_store_outdoor
433827,635930,564671,474520,376466,160191,54062,123909,408668,529744,486045,515139,457247,241149,64407,121177,449940,625621,569686,526187,349879,118642,49547,134074,general_store_outdoor
176680,778477,1421336,248080,229558,367052,135268,515037,583918,1473736,457508,236279,209961,399644,245748,264694,686230,1360088,557554,272570,230248,252902,265979,245917,general_store_outdoor
79979,70003,84841,142390,298055,179050,87141,10011,113074,98099,173036,145473,69886,193511,144137,14254,134395,163502,187254,92302,75017,23658,70617,204725,general_store_outdoor
18178,30243,21235,16361,15470,17939,11874,20800,18053,30930,20512,15210,14852,14858,16182,21503,19229,29174,19585,14970,14323,13667,17105,24047,general_store_outdoor
36149,105845,115659,83441,178880,98429,40626,127403,31539,84826,119187,79154,162095,129932,26567,153132,62871,129184,66795,59189,134191,150659,30223,153320,general_store_outdoor
3122,8350,10222,8145,8456,4646,3240,13825,1779,6766,10969,9415,8678,4819,3549,14031,5732,9492,10531,6374,8126,4133,1956,13662,general_store_outdoor
11116,44796,123197,128409,113040,198299,114025,53550,13278,48240,97220,162631,118018,68919,132986,145140,39617,69373,77392,172857,106111,65870,26139,229073,general_store_outdoor
248296,249412,214949,189268,178757,204898,412549,15471,300829,237110,255591,205140,130448,175998,281512,126972,407710,260018,267010,127598,135388,129470,82822,303584,general_store_outdoor
13385,11742,13521,14443,11855,3424,6909,11913,16315,13703,12954,15238,8181,3741,6362,10698,16416,17367,15504,14007,3866,5290,4510,10232,general_store_outdoor
2508,6741,11380,9479,7170,12358,12828,21920,2639,5998,12581,9798,6667,6504,15605,24592,4924,8806,12173,6849,6285,6273,15063,24011,general_store_outdoor
473280,1618655,554380,512542,382712,124893,30477,143061,163837,451389,1293675,1060467,602983,105797,24535,137317,320437,544704,475789,515365,343552,652076,851542,136535,general_store_outdoor
17682,4302,2920,3303,3933,3954,4752,12404,17713,4702,3590,3903,4305,4406,4398,10233,14613,8083,4378,4059,4387,3894,4571,9265,general_store_outdoor
4517,20761,23108,19278,28271,227288,136258,326951,5457,23376,22770,20678,32695,234016,104634,342806,5900,23571,22987,22191,34187,232315,77161,368120,general_store_outdoor
2291,6573,8383,9176,14870,18682,14418,15907,3777,9196,10388,11059,18078,12686,12066,13050,6537,12224,9709,13897,16623,10064,13286,7960,general_store_outdoor
292045,988430,972305,1324533,1529317,533706,338843,544009,105977,732170,1181543,1192879,1236885,903641,735907,434186,357249,966467,1165765,958792,866209,527463,628682,1052561,general_store_outdoor
173867,375403,457542,325284,128529,116402,143498,199475,167960,173068,228943,638870,239586,138190,133279,200104,191948,215012,101098,381791,150369,246309,363514,269959,general_store_outdoor
11294,10056,9031,7416,16072,6150,1499,1702,9532,11500,8528,8439,17056,4357,1676,2132,12872,8731,6629,9794,18165,2357,1915,2757,general_store_outdoor
80843,30600,26272,21015,11342,7338,9268,14622,33775,44320,43882,41960,17428,6241,4513,9181,12484,14374,52791,54162,32867,21202,4427,8993,general_store_outdoor
271521,819658,571130,487577,297412,558335,665234,1286333,634502,795770,376665,399063,296339,292481,800549,1361831,125126,1203206,443557,350855,409935,425344,680527,1318650,general_store_outdoor
60705,112292,109392,87173,67467,297635,39883,11885,12559,114039,178214,68585,56928,267056,71304,17747,47315,99412,133008,86286,120013,200495,25185,74718,general_store_outdoor
1747,10879,15088,14809,10190,5268,2174,4845,2348,15160,18730,11780,6298,3991,2031,4662,6087,21311,16433,7137,4620,3137,1688,4587,general_store_outdoor
1456579,1450954,810476,540754,193657,262465,1602064,760939,1290949,1653808,742672,531376,275175,391959,479374,1712575,1309651,1518355,815639,381759,500658,530398,324460,1696968,general_store_outdoor
9476,21849,15051,4362,1865,1473,6041,7383,6408,11519,11592,21421,1728,1356,5967,7509,7139,11383,9132,3825,7525,14883,6648,6965,general_store_outdoor
807261,749787,529706,394077,308182,474047,305112,271828,744385,859583,511044,330454,313163,548522,321191,211658,779732,874340,552319,371580,277537,317809,463273,203410,general_store_outdoor
355123,451916,360371,541326,327161,282539,138732,688560,418794,469317,666554,599364,269130,99826,101172,521571,1002503,587219,638066,219180,87374,153912,307665,149809,general_store_outdoor
79705,211562,180173,201121,147091,132915,620908,164461,281190,231551,235406,143162,152633,285084,408206,704,292493,401675,214198,130359,243645,113720,317076,24770,general_store_outdoor
354898,1145721,542110,160650,196661,219717,127116,349895,153952,824573,547523,483779,389937,208682,142759,345563,620087,874097,480921,273011,149228,206800,142212,350412,general_store_outdoor
407633,478418,510587,375878,224211,352039,596828,971462,684338,777972,298932,163444,183021,294330,346559,1168460,930196,675762,248340,253754,287718,130440,101801,1289045,general_store_outdoor
83875,125126,117812,69276,86286,35114,44746,224197,72075,123301,119067,86376,77621,33019,46718,228255,73185,121865,98790,105151,71590,35814,53223,226814,general_store_outdoor
6232,9425,10255,6869,8961,7435,8663,9660,7961,9744,10974,6854,8996,6970,7423,8578,10500,9961,8940,7316,9928,6458,6865,7532,general_store_outdoor
7825,9896,15713,9555,2880,2182,5153,5596,9166,10822,11887,4725,9915,3917,4023,4345,11497,13584,8680,3390,3190,6450,9116,2893,general_store_outdoor
222674,248997,193003,118357,122706,63717,135205,152341,140688,295509,245284,127520,74556,47696,174324,151423,177671,225704,283793,141538,68335,51149,191295,117515,general_store_outdoor
184808,1060924,926943,320312,134880,143140,425134,643859,218062,1308345,802690,185916,113845,139402,403519,668221,548933,1430547,411725,130487,106793,130731,238063,842721,general_store_outdoor
5936,13848,6630,6900,17751,10953,10961,6221,5695,13518,6935,5891,16957,13035,11117,6052,6745,15118,5825,4224,16691,11528,6610,12459,observatory_outdoor
1110532,960069,850607,2905183,2359707,1071284,429973,390341,1096035,953712,638407,1500898,2945940,1519467,967901,455336,1401651,974714,627664,1126624,2051410,1013836,1477213,1404584,observatory_outdoor
5327,25244,141445,358281,160778,75171,16822,3364,11155,27415,104409,392228,184443,55051,8518,3213,9866,28381,93189,221355,212362,44837,126524,49918,observatory_outdoor
159217,67309,95859,109113,115830,139557,88655,57140,116666,170485,122540,100524,111911,94845,63885,51824,80421,54386,68218,143736,180271,110591,121902,73155,observatory_outdoor
21215,13876,8237,6794,5112,4498,2931,1177,20158,12961,9243,7351,6005,4873,2436,813,12764,21094,6334,5521,5262,4788,5972,2105,observatory_outdoor
173788,399058,85703,125919,118358,39282,89785,474378,29491,269372,406443,151016,72103,16253,80410,481183,529858,210025,110311,70594,18587,6913,78080,481903,observatory_outdoor
500,1096,13793,26670,9200,1073,408,4455,434,1046,12838,28611,6854,2594,590,4228,433,1548,15922,25525,6583,2464,552,4168,observatory_outdoor
45017,84981,312123,725748,612764,831253,476763,57079,42449,117219,493798,790674,470645,263492,889362,78089,33609,235070,723001,700701,306476,87199,508197,551475,observatory_outdoor
505754,1770035,729107,129987,77229,76960,63126,168982,171,1285265,972318,664427,298941,82537,68431,149090,26,764958,582411,376458,1001635,598509,157381,39802,observatory_outdoor
4907,6130,6523,7156,10312,14891,12143,14738,6298,6199,6886,7648,11690,12534,10802,14743,6695,6386,6935,7624,11815,10419,9162,17764,observatory_outdoor
295427,440010,393994,319261,321867,272581,84015,23245,235368,184475,218604,261944,346737,451790,447011,4471,231017,236360,232854,209994,188604,89345,371649,590577,observatory_outdoor
85338,403895,299211,52070,20490,20944,17458,2994,162232,132765,500205,44029,20726,20493,17260,4690,163686,148485,58783,55562,425788,19498,20131,10467,observatory_outdoor
186787,441212,238414,148651,616492,142683,121232,24529,200271,454852,273886,220177,368866,368146,18038,15764,426587,408720,181095,207907,97569,565703,14946,17473,observatory_outdoor
735,6166,21747,11793,7524,20667,6631,3469,1051,3098,11656,16921,26753,9932,6617,2704,1174,4387,4608,10396,23590,19382,13113,2082,observatory_outdoor
19377,34856,39598,53534,42901,61496,42080,13358,20853,34362,32015,31621,20142,34446,65238,68523,20936,38872,36642,29947,26680,19433,22173,112517,observatory_outdoor
194824,140778,311512,243516,102406,44520,20860,21584,193629,139729,61214,42489,322109,231020,61305,28505,206146,171412,122172,45767,18354,13262,77208,425679,observatory_outdoor
3377,7903,13683,16508,11352,5051,3697,2269,3609,8934,9796,15133,12599,6681,4551,2537,4150,11385,6943,3250,6409,13013,10812,7878,observatory_outdoor
6861,10069,7291,8826,17336,11987,1695,3435,13350,7039,5741,4882,16798,16320,2634,736,15936,4723,5529,6374,6174,22825,5937,2,observatory_outdoor
16280,5383,3385,4111,4588,13886,4126,6322,17362,5485,3150,3305,4532,13775,4091,6381,20821,3308,2571,3027,4362,13581,3931,6480,observatory_outdoor
10491,5564,6086,13608,19483,16771,23717,14872,11006,5941,10054,16841,13475,4488,16860,31927,10347,13087,22764,10956,1907,1387,5532,44612,observatory_outdoor
12045,129602,813575,696279,934185,98595,49576,51423,7209,44794,236612,1093533,565324,635520,114462,87826,8093,218684,741467,505960,375859,110160,56175,768882,observatory_outdoor
6996,11333,10860,18163,17827,9356,6893,8120,6221,8825,13828,13177,19071,25114,3126,186,8205,8411,18468,18946,13056,6961,15484,17,observatory_outdoor
91509,223797,222275,403327,294852,137137,130513,224758,217012,176303,134182,466270,428241,117675,100906,87579,287922,232293,134653,91998,400342,419862,132727,28371,observatory_outdoor
17008,20210,12207,8539,9871,11084,2631,0,11325,8003,25079,12045,10904,11372,2822,0,10982,6261,11624,22386,14353,13614,2329,1,observatory_outdoor
7113,6734,8499,34362,3921,4079,6569,9723,7753,8060,13208,29230,2541,3086,7122,10000,8097,8555,7400,24188,11043,1696,2598,17423,observatory_outdoor
13417,9459,4493,2557,2853,34553,168,0,12645,13401,2400,1542,1794,35582,136,0,17560,8489,2392,1570,1731,34865,893,0,observatory_outdoor
31375,63988,66371,199314,136573,243591,288131,199457,29193,64323,45694,182716,176160,48236,495920,186558,29240,206723,111443,34670,91497,35573,92547,627107,observatory_outdoor
554,22272,75547,210906,274309,150991,79106,336417,130,10311,50686,116721,184287,247947,171035,368985,210,8178,39869,87255,176169,239812,157276,441333,observatory_outdoor
527018,969286,2358582,1676475,1001517,338186,192261,136675,506513,865549,1739532,2032540,1299482,488765,135136,132483,1435415,1411802,749119,358536,1610427,1398812,109584,126305,observatory_outdoor
371034,170274,100067,152938,86873,57502,33506,23134,384980,160910,87614,143134,105449,57424,41572,14245,409277,138059,44101,111301,135966,83793,58369,14462,observatory_outdoor
873948,682339,2216871,1602410,706641,258867,298181,438631,738672,657514,881885,2069893,1274331,564280,293293,598020,659153,766344,828822,1139578,507103,1179261,1139927,857700,observatory_outdoor
172595,104679,191218,421710,703652,237159,72198,16789,176640,114459,234568,449978,339861,287095,227935,89464,236670,134321,284934,440455,243019,101678,50761,428162,observatory_outdoor
3651,89055,148803,56529,213420,188561,66519,19894,934,37323,197096,70557,154563,244135,72838,8986,49548,168649,59891,53327,50694,200799,200412,3112,observatory_outdoor
55104,13555,3541,1434,7110,6676,929,751,39772,16547,14133,3536,856,9236,4184,836,47145,13307,4359,7757,2446,437,4740,8909,observatory_outdoor
13611,10628,7940,7549,13106,3580,2978,8108,12486,11646,7649,6441,12210,7967,5299,3802,12180,12573,8470,5669,2663,2736,17734,5475,observatory_outdoor
8819,8059,7194,19334,21375,2207,440,72,8662,7960,2468,15135,30665,2342,237,31,9966,6631,1731,7712,29847,11460,152,1,observatory_outdoor
216148,268544,211380,777543,1119213,1016104,772611,657305,111559,305889,221614,431269,578006,1303177,1316609,770725,276305,255770,174626,407202,548761,696581,649033,2030570,observatory_outdoor
825,3623,22837,15662,11266,8112,3681,1494,1501,5075,4038,5628,25302,18066,6386,1504,2186,5034,4061,5234,10475,4097,9326,27087,observatory_outdoor
82863,301226,129968,165319,68635,32286,188907,180898,70845,280958,165362,168401,57064,28063,77303,302106,162602,296450,163928,92761,27711,25389,69344,311917,observatory_outdoor
172905,561171,791940,230578,163253,101052,64062,65439,138474,235945,794969,160575,184240,259121,217688,159388,152044,175337,512526,488143,29700,73015,340154,379481,observatory_outdoor
1749,9494,17224,9381,5432,3306,3450,7261,2113,3743,7013,6474,18242,9207,4213,6292,6488,8596,4869,3463,2843,2315,5819,22904,observatory_outdoor
294225,206318,353622,354584,747277,1382197,462190,71075,335889,370308,429706,307695,818132,1108493,386939,114326,505643,521800,318059,307666,1193838,149267,665510,209705,observatory_outdoor
34227,102306,148939,128042,90731,58193,109988,114006,35432,115128,140849,150826,90711,34892,26636,191958,157257,189831,126872,59847,27259,15866,19106,190394,observatory_outdoor
16729,23752,10895,6407,9010,4119,1959,5209,11286,21610,15421,9653,10423,2714,1743,5230,24344,23322,9000,6079,6296,2236,1549,5254,observatory_outdoor
1953,4147,6921,18705,21025,2723,993,3098,1405,2129,5447,10129,11442,16286,9109,3618,1842,7913,6690,10309,3680,3293,1590,24248,observatory_outdoor
1158,24271,12693,7788,4627,8308,11436,6559,447,1803,20695,15651,9808,12001,11015,5420,452,1862,3341,15429,17958,18906,14172,4720,observatory_outdoor
219976,1146426,324362,301662,3705381,1574906,683279,34280,110904,1140798,345742,245825,1275769,3258222,1517912,95100,78132,1118747,249951,445455,948462,642387,4118635,388503,observatory_outdoor
137046,215252,456737,954225,1210742,314275,58706,205017,117462,232666,434142,431005,799154,1280196,60699,196676,245210,357010,325289,313895,227414,327840,1592436,162906,observatory_outdoor
69902,259364,445054,322150,52614,52594,114995,33335,71267,123937,334754,421141,192804,49940,111185,44980,107775,269309,214260,84653,146073,398368,123015,6555,observatory_outdoor
101022,139707,153374,202861,95382,134137,139773,126864,104975,148919,147715,198026,83852,105857,150712,153064,112042,162421,160723,173373,78816,86292,139196,180257,observatory_outdoor
